Session,Team,No,Space,Action,Erros,Attempts,Score
3,ITA,5,8,3,1.0,0.0,0.0
3,ITA,16,12,6,0.0,0.0,0.0
3,ITA,5,8,3,1.0,0.0,0.0
3,ITA,15,4,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,14,2,1,0.0,0.0,1.0
3,ITA,14,10,6,0.0,0.0,1.0
3,ITA,14,10,6,0.0,0.0,0.0
3,ITA,5,1,2,0.0,0.0,0.0
3,ITA,19,2,2,1.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,16,3,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,19,3,2,0.0,0.0,0.0
3,ITA,6,6,3,0.0,0.0,0.0
3,ITA,7,2,3,1.0,0.0,0.0
3,ITA,5,12,6,0.0,0.0,1.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,15,1,3,0.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,5,2,1,0.0,0.0,1.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,19,2,2,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,2,3,0.0,0.0,0.0
3,ITA,16,3,3,0.0,0.0,0.0
3,ITA,16,3,2,1.0,0.0,0.0
3,ITA,6,2,8,0.0,0.0,0.0
3,ITA,16,3,1,1.0,0.0,0.0
3,ITA,7,8,8,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,15,2,3,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,5,2,1,0.0,0.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,7,4,3,0.0,0.0,0.0
3,ITA,5,13,3,0.0,0.0,0.0
3,ITA,15,1,3,0.0,0.0,0.0
3,ITA,6,3,2,0.0,0.0,0.0
3,ITA,5,5,3,0.0,0.0,0.0
3,ITA,6,3,5,0.0,0.0,0.0
3,ITA,15,4,8,0.0,0.0,0.0
3,ITA,14,2,1,0.0,0.0,0.0
3,ITA,15,1,2,1.0,0.0,0.0
3,ITA,5,5,8,0.0,1.0,0.0
3,ITA,14,2,1,0.0,0.0,1.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,9,6,3,0.0,0.0,0.0
3,ITA,7,6,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,0.0
3,ITA,6,3,2,0.0,0.0,1.0
3,ITA,15,12,6,0.0,0.0,0.0
3,ITA,14,1,2,1.0,0.0,0.0
3,ITA,15,6,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,14,2,1,0.0,0.0,0.0
3,ITA,14,1,2,0.0,0.0,0.0
3,ITA,14,3,2,1.0,0.0,0.0
3,ITA,7,8,8,1.0,0.0,0.0
3,ITA,14,10,6,0.0,0.0,0.0
3,ITA,19,1,2,1.0,0.0,0.0
3,ITA,5,4,8,0.0,0.0,0.0
3,ITA,6,5,5,0.0,0.0,0.0
3,ITA,5,1,1,0.0,0.0,1.0
3,ITA,6,10,6,0.0,0.0,0.0
3,ITA,6,6,3,1.0,0.0,0.0
3,ITA,5,12,6,0.0,0.0,0.0
3,ITA,5,5,3,1.0,0.0,0.0
3,ITA,15,4,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,19,2,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,15,4,3,0.0,0.0,0.0
3,ITA,6,13,5,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,1.0
3,ITA,19,12,4,0.0,0.0,0.0
3,ITA,6,6,3,0.0,0.0,0.0
3,ITA,15,1,1,0.0,0.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,9,3,1,0.0,0.0,1.0
3,ITA,9,2,3,0.0,1.0,0.0
3,ITA,6,2,5,0.0,0.0,0.0
3,ITA,5,3,1,1.0,0.0,0.0
3,ITA,15,4,8,0.0,1.0,0.0
3,ITA,6,2,5,0.0,1.0,0.0
3,ITA,14,2,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,14,3,2,1.0,0.0,0.0
3,NED,4,7,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,4,2,1,1.0,0.0,0.0
3,NED,4,7,8,0.0,0.0,0.0
3,NED,11,2,5,0.0,0.0,0.0
3,NED,8,1,1,1.0,0.0,0.0
3,NED,4,7,8,0.0,0.0,0.0
3,NED,17,13,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,12,12,6,0.0,0.0,0.0
3,NED,4,1,2,0.0,0.0,0.0
3,NED,2,6,3,0.0,0.0,0.0
3,NED,8,2,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,12,5,3,1.0,0.0,0.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,2,6,3,0.0,0.0,0.0
3,NED,12,5,1,0.0,0.0,0.0
3,NED,22,2,2,0.0,0.0,0.0
3,NED,22,1,2,1.0,0.0,0.0
3,NED,4,4,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,4,1,1,0.0,0.0,1.0
3,NED,14,11,6,0.0,0.0,0.0
3,NED,22,3,2,0.0,0.0,0.0
3,NED,18,4,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,14,11,6,0.0,0.0,0.0
3,NED,18,5,3,1.0,0.0,0.0
3,NED,4,7,8,1.0,0.0,0.0
3,NED,4,7,8,1.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,4,10,6,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,1.0,0.0
3,NED,4,1,3,1.0,0.0,0.0
3,NED,8,5,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,12,4,3,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,18,4,3,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,2,6,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,18,5,3,1.0,0.0,0.0
3,NED,18,8,8,0.0,1.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,12,3,1,0.0,0.0,1.0
3,NED,12,12,6,1.0,0.0,0.0
3,NED,2,3,5,0.0,1.0,0.0
3,NED,8,2,1,0.0,0.0,0.0
3,NED,2,4,3,0.0,0.0,0.0
3,NED,12,5,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,2,2,3,1.0,0.0,0.0
3,NED,8,6,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,2,6,3,0.0,0.0,0.0
3,NED,18,9,8,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,4,13,5,0.0,0.0,0.0
3,NED,14,11,6,1.0,0.0,0.0
3,NED,18,9,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,4,1,1,0.0,0.0,1.0
3,NED,4,10,6,0.0,0.0,0.0
3,NED,22,3,2,0.0,0.0,0.0
3,NED,4,8,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,4,2,1,0.0,0.0,0.0
3,NED,4,10,6,1.0,0.0,0.0
3,NED,12,7,8,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,2,4,3,0.0,0.0,0.0
3,NED,18,6,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,22,12,4,0.0,0.0,0.0
3,NED,14,4,3,1.0,0.0,0.0
3,NED,2,3,5,0.0,1.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,18,4,3,1.0,0.0,0.0
3,NED,8,2,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,7,1,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,3,3,0.0,0.0,0.0
3,NED,12,2,1,0.0,0.0,1.0
3,NED,12,12,6,0.0,0.0,0.0
3,NED,8,1,2,0.0,0.0,0.0
3,NED,14,3,3,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,18,7,3,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,14,13,3,0.0,0.0,0.0
3,NED,14,3,2,0.0,0.0,0.0
3,NED,8,3,1,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,14,3,3,0.0,1.0,0.0
3,NED,2,2,5,0.0,1.0,0.0
3,NED,4,1,1,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,22,3,2,0.0,0.0,0.0
3,NED,4,1,3,0.0,1.0,0.0
3,NED,2,2,5,0.0,1.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,2,6,3,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,4,4,8,0.0,1.0,0.0
3,NED,12,3,1,0.0,0.0,0.0
3,NED,12,12,6,0.0,0.0,0.0
3,NED,14,3,2,1.0,0.0,0.0
3,NED,18,8,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,1.0,0.0
3,NED,8,2,1,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,2,6,3,1.0,0.0,0.0
3,NED,12,8,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,4,1,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,4,1,1,0.0,0.0,0.0
3,NED,2,6,3,0.0,0.0,0.0
3,NED,12,5,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,12,8,8,0.0,1.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,22,2,1,0.0,0.0,1.0
3,NED,14,11,6,1.0,0.0,0.0
3,NED,12,8,8,0.0,0.0,0.0
3,NED,2,4,5,0.0,0.0,0.0
3,NED,4,1,1,1.0,0.0,0.0
3,NED,14,2,3,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,4,1,1,0.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,4,4,5,0.0,0.0,0.0
3,NED,14,3,3,1.0,0.0,0.0
3,NED,12,8,8,0.0,0.0,0.0
3,NED,2,8,5,0.0,0.0,0.0
3,NED,4,1,1,1.0,0.0,0.0
3,NED,12,8,8,0.0,0.0,0.0
3,NED,14,6,1,0.0,0.0,0.0
3,NED,2,5,3,0.0,0.0,0.0
3,NED,18,2,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,3,10,6,0.0,0.0,0.0
3,NED,3,5,3,1.0,0.0,0.0
3,NED,18,5,8,0.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,12,1,1,1.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,22,8,3,1.0,0.0,0.0
3,NED,3,5,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,1.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,3,9,3,1.0,0.0,0.0
3,NED,12,9,8,0.0,0.0,0.0
3,NED,2,13,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,2,3,3,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,3,7,8,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,1.0
3,NED,12,12,6,0.0,0.0,0.0
3,NED,8,2,2,0.0,0.0,0.0
3,NED,14,13,3,0.0,0.0,0.0
3,NED,3,1,1,1.0,0.0,0.0
3,NED,2,6,3,0.0,0.0,0.0
3,NED,12,13,3,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,0.0
3,NED,12,9,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,8,2,1,0.0,0.0,1.0
3,NED,3,7,8,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,8,3,3,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,8,3,1,0.0,0.0,0.0
3,NED,12,8,3,1.0,0.0,0.0
3,NED,18,6,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,0.0
3,NED,12,1,3,0.0,0.0,0.0
3,NED,22,2,3,0.0,0.0,0.0
3,NED,14,11,6,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,1.0
3,NED,3,10,6,0.0,0.0,0.0
3,NED,3,8,3,0.0,0.0,0.0
3,NED,19,5,5,0.0,0.0,0.0
3,NED,10,3,1,0.0,0.0,1.0
3,NED,3,10,6,0.0,0.0,0.0
3,NED,3,10,6,1.0,0.0,0.0
3,NED,12,4,8,0.0,1.0,0.0
3,NED,19,2,5,0.0,0.0,0.0
3,NED,22,1,1,1.0,0.0,0.0
3,NED,18,5,8,0.0,0.0,0.0
3,NED,19,3,5,0.0,0.0,0.0
3,NED,10,3,1,0.0,0.0,1.0
3,NED,22,12,4,0.0,0.0,0.0
3,NED,3,4,3,1.0,0.0,0.0
3,NED,8,5,8,0.0,1.0,0.0
3,NED,19,2,5,0.0,0.0,0.0
3,NED,8,2,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,2,4,3,1.0,0.0,0.0
3,NED,12,4,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,3,1,0.0,0.0,1.0
3,NED,12,12,6,0.0,0.0,0.0
3,NED,8,1,2,0.0,0.0,0.0
3,NED,14,3,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,1.0
3,NED,12,12,6,0.0,0.0,1.0
3,NED,12,12,6,0.0,0.0,0.0
3,NED,8,1,2,0.0,0.0,0.0
3,NED,2,3,3,0.0,0.0,0.0
3,NED,18,1,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,12,12,6,1.0,0.0,0.0
3,NED,12,9,8,0.0,1.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,0.0
3,NED,3,1,2,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,3,4,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,1,1,1.0,0.0,0.0
3,NED,14,11,6,1.0,0.0,0.0
3,NED,2,2,1,0.0,0.0,1.0
3,NED,3,10,6,1.0,0.0,0.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,8,2,3,0.0,0.0,0.0
3,NED,18,5,3,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,18,4,3,1.0,0.0,0.0
3,NED,3,8,8,0.0,0.0,0.0
3,NED,2,6,5,0.0,0.0,0.0
3,NED,12,3,1,1.0,0.0,0.0
3,NED,18,5,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,8,2,1,1.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,12,3,1,0.0,0.0,0.0
3,NED,8,1,2,0.0,0.0,1.0
3,NED,12,12,4,0.0,0.0,0.0
3,NED,8,1,2,1.0,0.0,0.0
3,NED,2,3,8,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,0.0
3,NED,3,1,2,0.0,0.0,1.0
3,NED,38,12,6,0.0,0.0,0.0
3,NED,12,8,3,1.0,0.0,0.0
3,NED,12,5,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,0.0
3,NED,12,1,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,3,1,2,0.0,0.0,0.0
3,NED,22,3,2,0.0,0.0,1.0
3,NED,14,11,6,0.0,0.0,0.0
3,NED,22,1,2,0.0,0.0,0.0
3,NED,12,5,3,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,1,1,1,1.0,0.0,0.0
3,NED,3,4,8,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,1.0
3,NED,3,4,8,0.0,0.0,0.0
3,NED,2,4,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,8,2,2,0.0,0.0,0.0
3,NED,3,5,3,0.0,0.0,0.0
3,NED,2,2,8,0.0,0.0,0.0
3,NED,12,1,8,0.0,0.0,0.0
3,NED,8,2,5,0.0,0.0,0.0
3,NED,2,3,2,1.0,0.0,0.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,14,3,2,0.0,0.0,0.0
3,NED,2,13,3,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,3,7,5,0.0,0.0,0.0
3,NED,12,3,1,0.0,0.0,0.0
3,NED,8,3,2,1.0,0.0,0.0
3,NED,3,4,8,0.0,1.0,0.0
3,NED,22,2,5,0.0,1.0,0.0
3,NED,14,1,1,1.0,0.0,0.0
3,NED,12,12,4,0.0,0.0,1.0
3,NED,3,1,2,1.0,0.0,0.0
3,NED,3,7,8,0.0,0.0,0.0
3,NED,2,13,3,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,8,3,2,0.0,0.0,0.0
3,NED,3,1,3,1.0,0.0,0.0
3,NED,8,12,6,1.0,0.0,0.0
3,NED,12,8,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,2,2,1,0.0,0.0,0.0
3,NED,3,5,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,3,1,1,0.0,0.0,0.0
3,NED,14,11,6,0.0,0.0,0.0
3,NED,2,3,2,0.0,0.0,0.0
3,NED,2,2,8,1.0,0.0,0.0
3,NED,18,9,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,3,1,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,18,8,8,1.0,0.0,0.0
3,NED,10,13,5,0.0,0.0,0.0
3,NED,3,3,1,0.0,0.0,1.0
3,NED,3,10,6,1.0,0.0,0.0
3,NED,19,2,5,0.0,1.0,0.0
3,NED,16,1,1,0.0,0.0,0.0
3,NED,12,2,3,0.0,0.0,0.0
3,NED,19,3,5,0.0,0.0,0.0
3,NED,3,2,1,0.0,0.0,0.0
3,NED,3,2,3,0.0,0.0,0.0
3,NED,19,3,5,0.0,0.0,0.0
3,NED,12,1,3,0.0,0.0,0.0
3,NED,10,3,2,0.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,19,2,5,0.0,0.0,0.0
3,NED,22,2,1,0.0,0.0,0.0
3,NED,22,2,3,0.0,0.0,0.0
3,NED,10,6,3,1.0,0.0,0.0
3,NED,7,6,8,0.0,0.0,0.0
3,NED,19,2,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,0.0
3,NED,18,8,3,1.0,0.0,0.0
3,NED,7,9,8,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,14,1,1,1.0,0.0,0.0
3,NED,7,6,8,0.0,0.0,0.0
3,NED,22,2,2,0.0,0.0,0.0
3,NED,18,4,3,0.0,0.0,0.0
3,NED,18,7,3,0.0,0.0,0.0
3,NED,7,6,3,1.0,0.0,0.0
3,NED,7,6,8,1.0,0.0,0.0
3,NED,12,5,8,0.0,0.0,0.0
3,NED,7,1,1,0.0,0.0,0.0
3,NED,7,1,3,0.0,0.0,0.0
3,NED,12,13,3,0.0,0.0,0.0
3,NED,14,2,3,0.0,0.0,0.0
3,NED,14,2,3,0.0,0.0,0.0
3,NED,7,1,5,0.0,0.0,0.0
3,NED,12,5,3,0.0,0.0,0.0
3,NED,12,5,3,1.0,0.0,0.0
3,NED,12,8,8,0.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,14,3,1,1.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,14,11,6,0.0,0.0,0.0
3,NED,22,1,2,1.0,0.0,0.0
3,NED,18,9,8,0.0,0.0,0.0
3,NED,2,13,5,0.0,0.0,0.0
3,NED,7,2,6,0.0,0.0,0.0
3,NED,7,5,3,0.0,0.0,0.0
3,NED,18,4,3,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,1.0
3,NED,7,12,6,0.0,0.0,1.0
3,NED,7,12,6,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,22,2,1,1.0,0.0,0.0
3,NED,7,9,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,22,12,4,1.0,0.0,0.0
3,NED,7,8,8,0.0,0.0,0.0
3,NED,2,13,3,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,1.0
3,NED,18,8,3,1.0,0.0,0.0
3,NED,12,12,4,1.0,0.0,0.0
3,NED,18,8,8,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,12,5,3,0.0,0.0,0.0
3,NED,7,2,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,1.0
3,NED,8,12,4,0.0,0.0,0.0
3,NED,22,1,2,1.0,0.0,0.0
3,NED,7,1,1,0.0,0.0,0.0
3,NED,14,11,6,1.0,0.0,0.0
3,NED,7,5,8,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,12,8,3,1.0,0.0,0.0
3,NED,7,4,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,2,1,0.0,0.0,1.0
3,NED,7,12,6,0.0,0.0,0.0
3,NED,22,2,3,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,7,12,6,0.0,0.0,0.0
3,NED,7,12,6,0.0,0.0,0.0
3,NED,22,3,2,1.0,0.0,0.0
3,NED,22,5,8,0.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,0.0
3,NED,7,8,3,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,1.0
3,NED,22,12,4,0.0,0.0,0.0
3,NED,8,3,2,1.0,0.0,0.0
3,NED,7,5,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,0.0
3,NED,14,4,3,0.0,1.0,0.0
3,NED,12,1,1,0.0,0.0,0.0
3,NED,12,4,3,1.0,0.0,0.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,18,4,3,0.0,0.0,0.0
3,NED,12,13,3,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,1.0
3,NED,2,11,4,0.0,0.0,0.0
3,NED,7,5,3,1.0,0.0,0.0
3,NED,7,4,8,0.0,0.0,0.0
3,NED,2,5,5,0.0,0.0,0.0
3,NED,12,3,1,0.0,0.0,0.0
3,NED,8,3,3,0.0,0.0,0.0
3,NED,7,5,3,0.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,1,4,1,0.0,0.0,0.0
3,NED,7,1,3,1.0,0.0,0.0
3,NED,12,4,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,3,1,0.0,0.0,1.0
3,NED,12,12,4,0.0,0.0,0.0
3,NED,2,4,3,0.0,0.0,0.0
3,NED,12,5,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,8,3,3,0.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,7,1,1,0.0,0.0,1.0
3,NED,12,12,4,0.0,0.0,1.0
3,NED,12,12,4,1.0,0.0,0.0
3,NED,18,8,8,0.0,0.0,0.0
3,NED,2,3,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,1.0
3,NED,8,12,6,0.0,0.0,0.0
3,NED,14,3,2,1.0,0.0,0.0
3,NED,12,8,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,1.0,0.0
3,NED,12,2,1,0.0,0.0,1.0
3,NED,14,11,6,1.0,0.0,0.0
3,NED,12,8,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,7,1,1,0.0,0.0,0.0
3,NED,12,5,3,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,7,1,1,0.0,0.0,1.0
3,NED,7,12,6,0.0,0.0,0.0
3,NED,7,12,4,0.0,0.0,0.0
3,NED,7,8,3,1.0,0.0,0.0
3,NED,18,5,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,3,1,0.0,0.0,0.0
3,NED,2,3,2,1.0,0.0,0.0
3,NED,12,4,8,0.0,0.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,12,1,1,0.0,0.0,0.0
3,NED,2,3,2,0.0,0.0,0.0
3,NED,12,4,8,0.0,1.0,0.0
3,NED,2,2,5,0.0,0.0,0.0
3,NED,14,1,1,0.0,0.0,0.0
3,NED,22,12,4,0.0,0.0,0.0
4,ITA,14,4,8,0.0,0.0,0.0
4,ITA,5,7,3,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,0.0
4,ITA,6,5,3,0.0,0.0,0.0
4,ITA,7,4,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,1.0
4,ITA,16,12,6,1.0,0.0,0.0
4,ITA,5,8,8,0.0,0.0,0.0
4,ITA,6,6,5,0.0,0.0,0.0
4,ITA,15,1,1,0.0,0.0,1.0
4,ITA,15,12,6,0.0,0.0,0.0
4,ITA,16,4,3,0.0,1.0,0.0
4,ITA,6,2,5,0.0,1.0,0.0
4,ITA,14,2,1,0.0,0.0,1.0
4,ITA,15,8,3,0.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,6,3,2,1.0,0.0,0.0
4,ITA,5,1,2,0.0,0.0,0.0
4,ITA,16,4,3,1.0,0.0,0.0
4,ITA,5,4,8,0.0,0.0,0.0
4,ITA,6,5,5,0.0,0.0,0.0
4,ITA,16,3,1,0.0,0.0,0.0
4,ITA,15,8,3,0.0,0.0,0.0
4,ITA,5,1,1,0.0,0.0,0.0
4,ITA,6,3,2,1.0,0.0,0.0
4,ITA,5,4,8,1.0,0.0,0.0
4,ITA,6,10,6,1.0,0.0,0.0
