Session,Team,No,Space,Action,Erros,Attempts,Score
1,POL,6,11,6,1.0,0.0,0.0
1,POL,17,8,8,0.0,0.0,0.0
1,POL,19,6,5,0.0,0.0,0.0
1,POL,20,1,2,1.0,0.0,0.0
1,POL,14,8,8,0.0,0.0,0.0
1,POL,16,5,3,1.0,0.0,0.0
1,POL,17,5,3,0.0,0.0,0.0
1,POL,14,8,8,0.0,0.0,0.0
1,POL,19,6,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,6,9,3,1.0,0.0,0.0
1,POL,14,1,1,0.0,0.0,1.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,15,2,2,0.0,0.0,1.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,6,6,3,1.0,0.0,0.0
1,POL,14,7,8,0.0,0.0,0.0
1,POL,14,1,1,0.0,0.0,1.0
1,POL,15,3,2,0.0,0.0,0.0
1,POL,17,5,3,1.0,0.0,0.0
1,POL,16,4,8,0.0,1.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,19,2,3,1.0,0.0,0.0
1,POL,16,4,8,0.0,1.0,0.0
1,POL,15,1,1,0.0,0.0,0.0
1,POL,6,1,3,1.0,0.0,0.0
1,POL,17,5,8,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,14,3,1,0.0,0.0,1.0
1,POL,23,10,6,0.0,0.0,0.0
1,POL,23,10,6,0.0,0.0,0.0
1,POL,17,8,8,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,0.0
1,POL,20,1,2,0.0,0.0,0.0
1,POL,14,8,3,1.0,0.0,0.0
1,POL,14,8,8,0.0,0.0,0.0
1,POL,19,6,3,1.0,0.0,0.0
1,POL,15,11,6,0.0,0.0,0.0
1,POL,17,9,8,0.0,1.0,0.0
1,POL,6,11,6,1.0,0.0,0.0
1,POL,16,10,6,0.0,0.0,0.0
1,POL,5,5,3,0.0,0.0,0.0
1,POL,12,1,5,0.0,0.0,0.0
1,POL,14,1,1,0.0,0.0,0.0
1,POL,12,6,3,1.0,0.0,0.0
1,POL,14,4,8,0.0,0.0,0.0
1,POL,12,2,5,0.0,0.0,0.0
1,POL,16,2,1,0.0,0.0,0.0
1,POL,5,3,1,0.0,0.0,0.0
1,POL,20,2,3,0.0,1.0,0.0
1,POL,12,3,5,0.0,1.0,0.0
1,POL,20,12,6,1.0,0.0,0.0
1,POL,12,2,5,0.0,0.0,0.0
1,POL,14,1,1,0.0,0.0,0.0
1,POL,17,6,8,0.0,0.0,0.0
1,POL,6,1,1,0.0,0.0,1.0
1,POL,14,12,6,1.0,0.0,0.0
1,POL,17,8,8,1.0,0.0,0.0
1,POL,15,11,6,1.0,0.0,0.0
1,POL,14,8,8,0.0,1.0,0.0
1,POL,19,2,5,0.0,1.0,0.0
1,POL,16,1,1,0.0,0.0,1.0
1,POL,6,11,6,0.0,0.0,1.0
1,POL,6,11,6,1.0,0.0,0.0
1,POL,14,8,8,0.0,0.0,0.0
1,POL,19,6,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,1.0
1,POL,16,10,6,0.0,0.0,0.0
1,POL,20,3,2,0.0,0.0,0.0
1,POL,210,3,2,0.0,0.0,0.0
1,POL,19,4,5,0.0,0.0,0.0
1,POL,14,1,3,0.0,0.0,0.0
1,POL,20,3,2,0.0,0.0,0.0
1,POL,17,4,3,0.0,1.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,16,1,3,0.0,0.0,0.0
1,POL,16,9,3,0.0,1.0,0.0
1,POL,6,3,1,0.0,0.0,1.0
1,POL,6,4,3,1.0,0.0,0.0
1,POL,17,8,8,0.0,0.0,0.0
1,POL,16,2,1,1.0,0.0,0.0
1,POL,17,8,8,0.0,0.0,0.0
1,POL,19,13,5,0.0,0.0,0.0
1,POL,6,3,1,1.0,0.0,0.0
1,POL,14,4,8,0.0,0.0,0.0
1,POL,19,5,5,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,1.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,20,4,3,1.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,1.0
1,POL,19,12,4,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,0.0
1,POL,14,1,1,0.0,0.0,1.0
1,POL,16,6,8,0.0,0.0,0.0
1,POL,19,4,5,0.0,1.0,0.0
1,POL,15,2,1,0.0,0.0,0.0
1,POL,16,4,8,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,17,4,3,1.0,0.0,0.0
1,POL,16,4,8,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,6,1,1,0.0,0.0,1.0
1,POL,14,12,4,0.0,0.0,0.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,7,12,1,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,1.0
1,POL,14,9,3,0.0,0.0,0.0
1,POL,19,6,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,20,2,2,1.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,17,4,3,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,6,11,6,0.0,0.0,0.0
1,POL,14,8,3,1.0,0.0,0.0
1,POL,16,10,6,0.0,0.0,0.0
1,POL,20,2,2,0.0,0.0,0.0
1,POL,20,3,2,0.0,0.0,0.0
1,POL,20,3,2,0.0,0.0,0.0
1,POL,16,8,3,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,19,3,2,1.0,0.0,0.0
1,POL,20,12,6,0.0,0.0,1.0
1,POL,7,1,2,0.0,0.0,1.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,14,2,2,0.0,0.0,1.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,16,8,3,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,0.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,16,8,8,0.0,1.0,0.0
1,POL,6,3,1,0.0,0.0,1.0
1,POL,19,12,4,0.0,0.0,0.0
1,POL,19,6,3,1.0,0.0,0.0
1,POL,14,5,8,0.0,0.0,0.0
1,POL,17,8,5,0.0,0.0,0.0
1,POL,6,1,1,0.0,0.0,1.0
1,POL,14,12,6,1.0,0.0,0.0
1,POL,14,6,3,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,14,12,6,0.0,0.0,0.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,20,2,2,1.0,0.0,0.0
1,POL,7,1,2,0.0,0.0,0.0
1,POL,17,13,3,1.0,0.0,0.0
1,POL,17,8,8,1.0,0.0,0.0
1,POL,16,4,8,1.0,0.0,0.0
1,POL,17,4,8,0.0,1.0,0.0
1,POL,19,2,5,0.0,1.0,0.0
1,POL,6,2,1,0.0,0.0,1.0
1,POL,7,12,4,1.0,0.0,0.0
1,POL,20,5,8,0.0,1.0,0.0
1,POL,19,2,5,0.0,1.0,0.0
1,POL,20,2,1,0.0,0.0,1.0
1,POL,6,11,6,0.0,0.0,0.0
1,POL,14,8,8,0.0,0.0,0.0
1,POL,17,13,3,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,20,2,3,0.0,0.0,0.0
1,POL,6,3,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,19,3,3,1.0,0.0,0.0
1,POL,16,10,6,0.0,0.0,0.0
1,POL,14,1,3,1.0,0.0,0.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,7,2,3,1.0,0.0,0.0
1,POL,16,8,8,0.0,1.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,16,1,3,1.0,0.0,0.0
1,POL,21,5,8,0.0,1.0,0.0
1,POL,19,3,5,0.0,0.0,0.0
1,POL,21,1,1,0.0,0.0,0.0
1,POL,17,2,3,1.0,0.0,0.0
1,POL,19,1,5,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,0.0
1,POL,6,4,3,1.0,0.0,0.0
1,POL,7,2,1,0.0,0.0,0.0
1,POL,12,12,4,0.0,0.0,0.0
1,POL,12,12,4,0.0,0.0,0.0
1,POL,12,6,3,0.0,0.0,0.0
1,POL,17,2,5,0.0,0.0,0.0
1,POL,21,1,2,0.0,0.0,0.0
1,POL,12,6,3,1.0,0.0,0.0
1,POL,12,2,5,0.0,0.0,0.0
1,POL,7,1,1,0.0,0.0,1.0
1,POL,21,11,4,1.0,0.0,0.0
1,POL,17,7,8,0.0,0.0,0.0
1,POL,12,2,5,0.0,0.0,0.0
1,POL,12,5,3,1.0,0.0,0.0
1,POL,17,4,3,0.0,0.0,0.0
1,POL,12,3,2,0.0,0.0,0.0
1,POL,16,10,6,1.0,0.0,0.0
1,POL,17,7,8,0.0,0.0,0.0
1,POL,12,5,5,0.0,0.0,0.0
1,POL,21,1,1,0.0,0.0,0.0
1,POL,20,11,6,1.0,0.0,0.0
1,POL,5,3,1,0.0,0.0,1.0
1,POL,12,12,4,0.0,0.0,0.0
1,POL,21,1,2,1.0,0.0,0.0
1,POL,10,7,8,0.0,0.0,0.0
1,POL,5,1,1,0.0,0.0,0.0
1,POL,21,3,3,1.0,0.0,0.0
1,POL,21,6,8,0.0,0.0,0.0
1,POL,12,1,5,0.0,0.0,0.0
1,POL,7,2,1,0.0,0.0,1.0
1,POL,21,11,6,1.0,0.0,0.0
1,POL,17,7,8,0.0,0.0,0.0
1,POL,12,6,5,0.0,0.0,0.0
1,POL,17,1,3,1.0,0.0,0.0
1,POL,12,2,5,0.0,0.0,0.0
1,POL,7,12,4,0.0,0.0,1.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,14,8,3,1.0,0.0,0.0
1,POL,17,9,8,0.0,1.0,0.0
1,POL,12,1,5,0.0,1.0,0.0
1,POL,5,10,6,0.0,0.0,0.0
1,POL,20,2,3,1.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,0.0
1,POL,7,3,2,0.0,0.0,0.0
1,POL,14,7,3,0.0,1.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,7,2,3,0.0,0.0,0.0
1,POL,17,1,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,1.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,16,1,2,0.0,0.0,1.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,14,8,3,0.0,0.0,0.0
1,POL,6,3,5,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
1,POL,16,3,2,0.0,0.0,1.0
1,POL,7,12,4,0.0,0.0,0.0
1,POL,14,8,8,0.0,1.0,0.0
1,POL,20,2,1,0.0,0.0,1.0
1,POL,20,5,8,0.0,0.0,0.0
1,POL,19,5,5,0.0,0.0,0.0
1,POL,16,10,6,0.0,0.0,0.0
1,POL,20,2,3,0.0,0.0,0.0
1,POL,19,1,5,0.0,1.0,0.0
1,POL,16,2,1,0.0,0.0,1.0
1,POL,16,9,8,0.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,6,3,1,0.0,0.0,1.0
1,POL,20,12,6,0.0,0.0,0.0
1,POL,20,4,3,1.0,0.0,0.0
1,POL,19,12,4,0.0,0.0,0.0
1,POL,19,3,3,0.0,0.0,0.0
1,POL,16,5,5,0.0,0.0,0.0
1,POL,19,3,5,0.0,1.0,0.0
1,POL,17,7,3,1.0,0.0,0.0
1,POL,19,2,5,0.0,0.0,0.0
1,POL,14,3,1,0.0,0.0,1.0
1,POL,2,10,6,0.0,0.0,0.0
1,POL,23,10,6,0.0,0.0,0.0
1,POL,17,2,3,0.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,1.0
1,POL,23,10,6,0.0,0.0,0.0
1,POL,6,3,2,0.0,0.0,1.0
1,POL,23,10,6,1.0,0.0,0.0
1,POL,14,8,8,1.0,0.0,0.0
1,POL,16,1,1,0.0,0.0,0.0
2,ITA,6,6,3,1.0,0.0,0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,15,1,2,0.0,0.0,1.0
2,ITA,5,12,6,0.0,0.0,1.0
2,ITA,7,2,3,0.0,0.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,16,3,1,0.0,0.0,1.0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,5,5,3,1.0,0.0,0
2,ITA,7,8,8,0.0,0.0,0
2,ITA,5,5,3,1.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,16,3,1,0.0,0.0,0
2,ITA,7,5,3,0.0,0.0,0
2,ITA,6,6,5,0.0,0.0,0
2,ITA,15,1,1,0.0,0.0,0
2,ITA,7,1,3,0.0,0.0,0
2,ITA,15,1,5,0.0,0.0,0
2,ITA,16,3,1,0.0,0.0,0
2,ITA,15,3,2,1.0,0.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,14,2,1,0.0,0.0,1.0
2,ITA,15,1,2,0.0,0.0,0
2,ITA,16,13,3,0.0,1.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,15,1,1,1.0,0.0,0
2,ITA,15,12,6,0.0,0.0,0
2,ITA,6,2,2,1.0,0.0,0
2,ITA,14,10,6,0.0,0.0,0
2,ITA,6,3,2,1.0,0.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,15,5,1,0.0,0.0,0
2,ITA,6,2,2,1.0,0.0,0
2,ITA,5,7,8,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,5,1,1,0.0,0.0,1.0
2,ITA,6,11,6,0.0,0.0,0
2,ITA,5,1,2,0.0,0.0,0
2,ITA,15,8,3,0.0,0.0,0
2,ITA,6,1,5,0.0,0.0,0
2,ITA,5,1,1,0.0,0.0,0
2,ITA,16,3,3,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,15,5,1,0.0,0.0,1.0
2,ITA,6,11,6,0.0,0.0,0
2,ITA,7,7,3,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,19,2,3,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,16,3,1,0.0,0.0,0
2,ITA,19,2,2,0.0,0.0,0
2,ITA,6,13,3,1.0,0.0,0
2,ITA,5,9,8,0.0,0.0,0
2,ITA,6,3,5,0.0,1.0,0
2,ITA,19,3,2,1.0,0.0,0
2,ITA,6,1,5,0.0,1.0,0
2,ITA,15,1,1,0.0,0.0,1.0
2,ITA,5,8,8,0.0,0.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,14,2,1,0.0,0.0,1.0
2,ITA,16,11,6,1.0,0.0,0
2,ITA,5,4,3,1.0,0.0,0
2,ITA,5,8,8,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,16,6,1,0.0,0.0,1.0
2,ITA,15,11,6,0.0,0.0,0
2,ITA,16,3,3,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,15,11,6,0.0,0.0,0
2,ITA,6,2,2,0.0,0.0,0
2,ITA,15,8,3,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,14,1,1,0.0,0.0,1.0
2,ITA,15,11,6,0.0,0.0,0
2,ITA,7,7,3,1.0,0.0,0
2,ITA,14,10,6,0.0,0.0,0
2,ITA,16,5,3,1.0,0.0,0
2,ITA,6,11,6,0.0,0.0,0
2,ITA,6,3,3,0.0,0.0,0
2,ITA,7,2,5,0.0,0.0,0
2,ITA,16,3,1,0.0,0.0,1.0
2,ITA,6,11,6,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,19,3,2,1.0,0.0,0
2,ITA,7,8,8,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,5,3,1,0.0,0.0,0
2,ITA,15,8,3,1.0,0.0,0
2,ITA,15,7,8,0.0,0.0,0
2,ITA,6,1,5,0.0,0.0,0
2,ITA,19,1,1,0.0,0.0,0
2,ITA,19,3,2,1.0,0.0,0
2,ITA,7,8,8,0.0,0.0,0
2,ITA,5,3,1,1.0,0.0,0
2,ITA,15,7,8,1.0,0.0,0
2,ITA,5,8,8,0.0,0.0,0
2,ITA,15,4,5,0.0,0.0,0
2,ITA,16,1,1,0.0,0.0,0
2,ITA,7,1,3,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,16,1,1,0.0,0.0,0
2,ITA,7,1,3,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,16,1,1,0.0,0.0,0
2,ITA,17,2,3,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,3,3,1,0.0,0.0,1.0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,16,3,2,1.0,0.0,0
2,ITA,15,7,8,0.0,0.0,0
2,ITA,6,6,5,0.0,0.0,0
2,ITA,15,1,1,0.0,0.0,0
2,ITA,6,9,3,0.0,0.0,0
2,ITA,15,2,1,0.0,0.0,0
2,ITA,19,4,3,1.0,0.0,0
2,ITA,6,11,6,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,15,4,1,0.0,0.0,0
2,ITA,6,5,3,0.0,0.0,0
2,ITA,7,7,5,0.0,0.0,0
2,ITA,5,2,1,0.0,0.0,1.0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,15,1,2,0.0,0.0,1.0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,7,7,3,1.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,6,1,3,0.0,0.0,0
2,ITA,7,5,5,0.0,0.0,0
2,ITA,15,1,1,0.0,0.0,0
2,ITA,16,3,3,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,5,6,1,0.0,0.0,0
2,ITA,15,1,2,1.0,0.0,0
2,ITA,5,8,8,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,16,12,6,0.0,0.0,0
2,ITA,14,2,2,0.0,0.0,0
2,ITA,16,3,3,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,15,1,1,0.0,0.0,0
2,ITA,15,1,3,0.0,0.0,0
2,ITA,15,1,1,0.0,0.0,0
2,ITA,7,2,3,0.0,0.0,0
2,ITA,16,6,1,0.0,0.0,1.0
2,ITA,16,12,6,1.0,0.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,15,1,1,0.0,0.0,1.0
2,ITA,15,11,6,0.0,0.0,0
2,ITA,6,3,2,1.0,0.0,0
2,ITA,5,7,8,0.0,0.0,0
2,ITA,6,13,5,1.0,0.0,0
2,ITA,15,8,8,0.0,0.0,0
2,ITA,6,3,5,0.0,0.0,0
2,ITA,14,2,1,0.0,0.0,1.0
2,ITA,14,11,6,1.0,0.0,0
2,ITA,15,8,8,1.0,0.0,0
2,ITA,7,9,8,1.0,0.0,0
2,ITA,7,8,8,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,19,2,1,0.0,0.0,1.0
2,ITA,6,10,6,0.0,0.0,0
2,ITA,6,9,3,1.0,0.0,0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,15,1,2,1.0,0.0,0
2,ITA,7,8,8,0.0,1.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,19,2,1,0.0,0.0,1.0
2,ITA,14,2,2,0.0,0.0,0
2,ITA,5,5,3,0.0,1.0,0
2,ITA,5,5,1,0.0,0.0,1.0
2,ITA,6,6,3,1.0,0.0,0
2,ITA,15,4,8,0.0,0.0,0
2,ITA,15,1,1,1.0,0.0,0
2,ITA,15,7,8,1.0,0.0,0
2,ITA,12,7,8,0.0,0.0,0
2,ITA,6,6,5,0.0,1.0,0
2,ITA,16,3,1,0.0,0.0,1.0
2,ITA,16,12,6,1.0,0.0,0
2,ITA,12,7,8,0.0,1.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,12,1,1,0.0,0.0,0
2,ITA,14,3,2,0.0,0.0,0
2,ITA,16,5,3,0.0,0.0,0
2,ITA,12,1,1,1.0,0.0,0
2,ITA,12,10,6,0.0,0.0,0
2,ITA,7,4,3,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,5,1,1,0.0,0.0,0
2,ITA,12,8,3,1.0,0.0,0
2,ITA,6,3,5,0.0,1.0,0
2,ITA,14,10,6,0.0,0.0,1.0
2,ITA,14,10,6,0.0,0.0,0
2,ITA,6,2,8,0.0,0.0,0
2,ITA,12,4,5,0.0,0.0,0
2,ITA,5,1,1,1.0,0.0,0
2,ITA,12,8,3,1.0,0.0,0
2,ITA,12,8,8,1.0,0.0,0
2,ITA,6,11,6,0.0,0.0,0
2,ITA,6,3,3,1.0,0.0,0
2,ITA,5,9,8,0.0,1.0,0
2,ITA,6,2,5,0.0,1.0,0
2,ITA,9,1,1,0.0,0.0,0
2,ITA,7,4,3,1.0,0.0,0
2,ITA,7,9,8,0.0,0.0,0
2,ITA,6,5,5,0.0,0.0,0
2,ITA,16,6,1,0.0,0.0,1.0
2,ITA,5,12,6,0.0,0.0,0
2,ITA,7,7,3,1.0,0.0,0
2,ITA,7,4,3,1.0,0.0,0
2,ITA,15,8,8,0.0,0.0,0
2,ITA,5,13,5,0.0,0.0,0
2,ITA,15,5,1,0.0,0.0,0
2,ITA,5,1,2,1.0,0.0,0
2,ITA,15,5,8,1.0,0.0,0
2,ITA,5,7,8,0.0,0.0,0
2,ITA,6,3,5,0.0,1.0,0
2,ITA,5,1,1,0.0,0.0,0
2,ITA,19,3,2,0.0,0.0,0
2,ITA,5,3,2,1.0,0.0,0
2,ITA,6,10,6,0.0,0.0,0
2,ITA,3,5,3,1.0,0.0,0
2,ITA,5,6,8,0.0,0.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,19,1,1,0.0,0.0,1
2,ITA,5,12,6,0.0,0.0,0
2,ITA,7,4,3,0.0,0.0,0
2,ITA,9,5,5,0.0,0.0,0
2,ITA,3,1,1,0.0,0.0,1
2,ITA,9,3,3,1.0,0.0,0
2,ITA,3,7,8,1.0,0.0,0
2,ITA,7,5,8,0.0,1.0,0
2,ITA,6,2,5,0.0,0.0,0
2,ITA,19,2,1,1.0,0.0,0
2,ITA,7,8,8,0.0,0.0,0
2,ITA,9,3,1,0.0,0.0,0
2,ITA,9,3,2,1.0,0.0,0
2,ITA,8,2,5,0.0,0.0,0
2,ITA,9,3,1,0.0,0.0,1
2,ITA,9,3,2,1.0,0.0,0
2,ITA,9,6,8,0.0,1.0,0
2,ITA,8,2,5,0.0,1.0,0
2,ITA,5,5,1,1.0,0.0,0
2,ITA,9,6,8,1.0,0.0,0
2,ITA,3,7,8,0.0,1.0,0
2,ITA,8,1,5,0.0,1.0,0
2,ITA,14,1,1,0.0,0.0,1
2,ITA,9,11,6,1.0,0.0,0
2,ITA,7,9,8,0.0,1.0,0
2,ITA,8,3,5,0.0,1.0,0
2,ITA,3,1,1,0.0,0.0,0
2,ITA,3,1,2,0.0,0.0,0
2,ITA,3,1,3,0.0,0.0,0
2,ITA,8,5,5,0.0,0.0,0
2,ITA,9,6,1,0.0,0.0,0
2,ITA,14,3,2,1.0,0.0,0
2,ITA,8,2,5,0.0,1.0,0
2,ITA,9,6,1,0.0,0.0,1
2,ITA,3,10,6,1.0,0.0,0
2,ITA,5,7,8,0.0,1.0,0
2,ITA,8,2,5,0.0,1.0,0
2,ITA,14,11,6,0.0,0.0,0
2,ITA,17,3,2,1.0,0.0,0
2,ITA,8,11,6,0.0,0.0,0
2,ITA,8,2,5,0.0,0.0,0
2,ITA,9,3,1,0.0,0.0,1
2,ITA,9,3,2,1.0,0.0,0
2,ITA,7,8,8,0.0,0.0,0
2,ITA,8,5,5,0.0,0.0,0
2,ITA,9,1,1,0.0,0.0,1
2,ITA,5,12,6,1.0,0.0,0
2,ITA,7,8,8,0.0,0.0,0
2,ITA,8,5,5,0.0,0.0,0
2,ITA,9,3,1,1.0,0.0,0
2,ITA,7,7,8,0.0,1.0,0
2,ITA,8,2,5,0.0,1.0,0
2,ITA,5,5,1,0.0,0.0,1
2,ITA,9,3,2,0.0,0.0,0
2,ITA,9,6,8,0.0,1.0,0
2,ITA,8,2,5,0.0,0.0,0
2,ITA,14,2,1,0.0,0.0,1
2,ITA,9,11,6,0.0,0.0,0
2,ITA,8,3,2,1.0,0.0,0
2,ITA,3,10,6,0.0,0.0,0
2,ITA,5,1,3,1.0,0.0,0
2,ITA,5,4,8,1.0,0.0,0
2,FRA,9,8,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,17,1,1,0.0,0.0,1.0
2,FRA,4,11,6,0.0,0.0,1.0
2,FRA,11,2,5,0.0,0.0,0.0
2,FRA,4,6,1,1.0,0.0,0.0
2,FRA,17,4,8,1.0,0.0,0.0
2,FRA,2,9,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,1.0,0.0
2,FRA,4,6,1,0.0,0.0,1.0
2,FRA,17,10,6,0.0,0.0,0.0
2,FRA,17,10,6,1.0,0.0,0.0
2,FRA,17,6,8,0.0,1.0,0.0
2,FRA,14,1,1,0.0,0.0,1.0
2,FRA,14,11,6,0.0,0.0,0.0
2,FRA,1,1,2,0.0,0.0,0.0
2,FRA,4,6,3,0.0,0.0,0.0
2,FRA,17,4,3,0.0,0.0,0.0
2,FRA,11,5,5,0.0,0.0,0.0
2,FRA,9,1,1,0.0,0.0,1.0
2,FRA,14,11,6,0.0,0.0,0.0
2,FRA,4,6,3,1.0,0.0,0.0
2,FRA,11,6,5,0.0,0.0,0.0
2,FRA,4,6,1,0.0,0.0,0.0
2,FRA,11,11,6,1.0,0.0,0.0
2,FRA,9,6,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,1.0,0.0
2,FRA,1,2,1,0.0,0.0,1.0
2,FRA,9,11,6,1.0,0.0,0.0
2,FRA,9,9,8,0.0,0.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,1,11,6,0.0,0.0,0.0
2,FRA,11,6,3,0.0,0.0,0.0
2,FRA,17,2,5,0.0,0.0,0.0
2,FRA,9,5,1,0.0,0.0,1.0
2,FRA,1,11,6,0.0,0.0,0.0
2,FRA,11,6,3,1.0,0.0,0.0
2,FRA,9,8,8,0.0,1.0,0.0
2,FRA,11,2,5,0.0,1.0,0.0
2,FRA,17,4,3,0.0,0.0,0.0
2,FRA,9,8,3,1.0,0.0,0.0
2,FRA,17,7,8,0.0,0.0,0.0
2,FRA,11,3,5,0.0,0.0,0.0
2,FRA,2,4,3,0.0,0.0,0.0
2,FRA,2,4,3,0.0,0.0,0.0
2,FRA,4,13,5,0.0,0.0,0.0
2,FRA,4,11,6,1.0,0.0,0.0
2,FRA,17,7,8,0.0,0.0,0.0
2,FRA,11,1,5,0.0,0.0,0.0
2,FRA,14,2,1,0.0,0.0,1.0
2,FRA,17,10,6,0.0,0.0,0.0
2,FRA,11,3,2,0.0,0.0,0.0
2,FRA,14,3,3,0.0,0.0,0.0
2,FRA,11,4,5,0.0,0.0,0.0
2,FRA,9,1,1,0.0,0.0,1.0
2,FRA,17,8,3,1.0,0.0,0.0
2,FRA,14,11,6,0.0,0.0,0.0
2,FRA,17,4,3,1.0,0.0,0.0
2,FRA,11,11,6,0.0,0.0,0.0
2,FRA,4,2,3,0.0,0.0,0.0
